start_date,end_date,cost_center,project,user,resource_type,cost,usage_hours
2025-06-22,2025-07-21,MKT,PROJ003,carol.davis,database,1121.84,120
2025-06-22,2025-07-21,ENG,PROJ001,iris.chen,compute,513.59,293
2025-06-22,2025-07-21,MKT,PROJ004,bob.smith,database,6824.65,605
2025-06-22,2025-07-21,FIN,PROJ001,henry.white,storage,1421.82,652
2025-06-22,2025-07-21,OPS,PROJ003,carol.davis,compute,50.91,586
2025-06-22,2025-07-21,ENG,PROJ005,david.miller,network,10019.07,627
2025-06-22,2025-07-21,OPS,PROJ004,frank.brown,database,2907.62,154
2025-06-22,2025-07-21,OPS,PROJ002,emma.wilson,ml-service,8301.33,560
2025-06-22,2025-07-21,FIN,PROJ004,bob.smith,cache,1899.18,135
2025-06-22,2025-07-21,OPS,PROJ002,john.taylor,compute,4962.48,613
2025-06-22,2025-07-21,ENG,PROJ004,alice.johnson,compute,584.23,341
2025-06-22,2025-07-21,MKT,PROJ004,bob.smith,storage,3341.12,444
2025-06-22,2025-07-21,FIN,PROJ003,iris.chen,compute,964.06,511
2025-06-22,2025-07-21,ENG,PROJ001,emma.wilson,storage,129.98,160
2025-06-22,2025-07-21,MKT,PROJ003,grace.lee,network,535.38,288
2025-06-22,2025-07-21,ENG,PROJ001,david.miller,network,72.23,566
2025-06-22,2025-07-21,MKT,PROJ003,emma.wilson,storage,3507.08,26
2025-06-22,2025-07-21,ENG,PROJ004,frank.brown,cache,1221.85,494
2025-06-22,2025-07-21,SAL,PROJ003,grace.lee,database,156.02,301
2025-06-22,2025-07-21,ENG,PROJ001,david.miller,ml-service,2380.67,519
2025-06-22,2025-07-21,SAL,PROJ003,frank.brown,compute,7218.44,315
2025-06-22,2025-07-21,OPS,PROJ002,carol.davis,storage,4838.35,198
2025-06-22,2025-07-21,SAL,PROJ002,john.taylor,compute,143.56,104
2025-06-22,2025-07-21,OPS,PROJ001,grace.lee,database,5533.47,556
2025-06-22,2025-07-21,ENG,PROJ003,bob.smith,ml-service,1743.05,156
2025-06-22,2025-07-21,ENG,PROJ005,bob.smith,network,6580.38,698
2025-06-22,2025-07-21,FIN,PROJ003,carol.davis,ml-service,186.55,558
2025-06-22,2025-07-21,ENG,PROJ004,iris.chen,database,193.1,284
2025-06-22,2025-07-21,SAL,PROJ003,carol.davis,network,2699.12,199
2025-06-22,2025-07-21,SAL,PROJ001,alice.johnson,compute,5478.71,290
2025-06-22,2025-07-21,ENG,PROJ005,carol.davis,storage,1580.02,648
2025-06-22,2025-07-21,MKT,PROJ002,alice.johnson,compute,10531.95,269
2025-06-22,2025-07-21,ENG,PROJ001,alice.johnson,ml-service,8759.59,328
2025-06-22,2025-07-21,MKT,PROJ003,iris.chen,network,3848.8,108
2025-06-22,2025-07-21,ENG,PROJ005,john.taylor,ml-service,6683.71,327
2025-06-22,2025-07-21,SAL,PROJ005,carol.davis,compute,903.14,184
2025-06-22,2025-07-21,FIN,PROJ001,bob.smith,ml-service,25861.46,384
2025-06-22,2025-07-21,MKT,PROJ005,emma.wilson,storage,4919.19,510
2025-06-22,2025-07-21,FIN,PROJ001,john.taylor,network,807.19,328
2025-06-22,2025-07-21,OPS,PROJ005,emma.wilson,network,1083.01,579
2025-06-22,2025-07-21,ENG,PROJ003,henry.white,storage,4013.92,472
2025-06-22,2025-07-21,OPS,PROJ003,frank.brown,storage,490.35,307
2025-06-22,2025-07-21,FIN,PROJ002,david.miller,network,2738.84,66
2025-06-22,2025-07-21,SAL,PROJ003,bob.smith,ml-service,1260.89,127
2025-06-22,2025-07-21,ENG,PROJ005,carol.davis,ml-service,134.91,61
2025-06-22,2025-07-21,OPS,PROJ005,carol.davis,compute,1235.16,138
2025-06-22,2025-07-21,ENG,PROJ005,grace.lee,cache,2148.7,310
2025-06-22,2025-07-21,ENG,PROJ005,alice.johnson,network,736.45,502
2025-06-22,2025-07-21,MKT,PROJ004,grace.lee,cache,47301.92,168
2025-06-22,2025-07-21,FIN,PROJ003,carol.davis,compute,73223.91,339
2025-06-22,2025-07-21,SAL,PROJ003,john.taylor,network,49874.52,172
2025-06-22,2025-07-21,ENG,PROJ002,john.taylor,database,904.19,52
2025-06-22,2025-07-21,FIN,PROJ001,frank.brown,compute,513.47,227
2025-06-22,2025-07-21,MKT,PROJ001,john.taylor,network,532.19,369
2025-06-22,2025-07-21,MKT,PROJ005,alice.johnson,storage,6865.01,105
2025-06-22,2025-07-21,ENG,PROJ003,iris.chen,storage,346.17,323
2025-06-22,2025-07-21,ENG,PROJ001,carol.davis,compute,4390.29,120
2025-06-22,2025-07-21,FIN,PROJ004,emma.wilson,compute,3901.76,47
2025-06-22,2025-07-21,MKT,PROJ003,iris.chen,ml-service,4812.22,663
2025-06-22,2025-07-21,ENG,PROJ003,iris.chen,cache,14124.89,27
2025-06-22,2025-07-21,SAL,PROJ005,bob.smith,storage,15243.89,171
2025-06-22,2025-07-21,ENG,PROJ003,henry.white,cache,378.19,47
2025-06-22,2025-07-21,OPS,PROJ005,john.taylor,ml-service,6629.12,558
2025-06-22,2025-07-21,MKT,PROJ005,henry.white,compute,1937.26,711
2025-06-22,2025-07-21,MKT,PROJ001,frank.brown,storage,104.4,394
2025-06-22,2025-07-21,MKT,PROJ005,henry.white,cache,405.03,207
2025-06-22,2025-07-21,FIN,PROJ004,grace.lee,ml-service,6265.46,529
2025-06-22,2025-07-21,ENG,PROJ005,grace.lee,compute,2128.6,467
2025-06-22,2025-07-21,MKT,PROJ003,bob.smith,network,519.42,380
2025-06-22,2025-07-21,SAL,PROJ001,bob.smith,ml-service,311.62,274
2025-06-22,2025-07-21,OPS,PROJ001,grace.lee,ml-service,922.76,207
2025-06-22,2025-07-21,ENG,PROJ002,emma.wilson,compute,4668.63,643
2025-06-22,2025-07-21,MKT,PROJ001,frank.brown,storage,416.79,152
2025-06-22,2025-07-21,ENG,PROJ003,david.miller,storage,494.7,589
2025-06-22,2025-07-21,ENG,PROJ001,john.taylor,network,3199.18,72
2025-06-22,2025-07-21,OPS,PROJ004,carol.davis,network,1267.55,598
2025-06-22,2025-07-21,MKT,PROJ005,carol.davis,network,641.72,206
2025-06-22,2025-07-21,OPS,PROJ003,bob.smith,compute,314.7,208
2025-06-22,2025-07-21,SAL,PROJ001,alice.johnson,cache,3251.93,10
2025-06-22,2025-07-21,OPS,PROJ001,john.taylor,ml-service,2962.02,167
2025-06-22,2025-07-21,FIN,PROJ003,emma.wilson,storage,4270.34,306
2025-06-22,2025-07-21,FIN,PROJ003,alice.johnson,storage,690.23,149
2025-06-22,2025-07-21,MKT,PROJ002,henry.white,cache,6976.09,575
2025-06-22,2025-07-21,OPS,PROJ002,iris.chen,cache,1363.32,611
2025-06-22,2025-07-21,OPS,PROJ004,henry.white,network,167.14,680
2025-06-22,2025-07-21,OPS,PROJ005,grace.lee,compute,3854.79,161
2025-06-22,2025-07-21,OPS,PROJ005,frank.brown,network,8855.12,440
2025-06-22,2025-07-21,FIN,PROJ002,iris.chen,compute,4611.55,37
2025-06-22,2025-07-21,MKT,PROJ001,emma.wilson,ml-service,326.93,327
2025-06-22,2025-07-21,OPS,PROJ004,emma.wilson,storage,8903.94,75
2025-06-22,2025-07-21,MKT,PROJ002,henry.white,network,2386.01,587
2025-06-22,2025-07-21,FIN,PROJ002,bob.smith,storage,1712.91,484
2025-06-22,2025-07-21,MKT,PROJ002,carol.davis,cache,750.44,452
2025-06-22,2025-07-21,FIN,PROJ001,alice.johnson,compute,12758.36,568
2025-06-22,2025-07-21,FIN,PROJ005,bob.smith,database,338.0,200
2025-06-22,2025-07-21,SAL,PROJ005,john.taylor,network,5891.0,585
2025-06-22,2025-07-21,OPS,PROJ001,henry.white,database,9627.6,144
2025-06-22,2025-07-21,SAL,PROJ005,bob.smith,cache,3599.89,538
2025-06-22,2025-07-21,SAL,PROJ003,david.miller,storage,6658.81,539
2025-06-22,2025-07-21,MKT,PROJ003,iris.chen,database,3317.19,113
2025-06-22,2025-07-21,OPS,PROJ004,frank.brown,ml-service,2795.81,161
2025-06-22,2025-07-21,MKT,PROJ001,grace.lee,storage,500.4,154
2025-06-22,2025-07-21,ENG,PROJ005,emma.wilson,ml-service,934.46,547
2025-06-22,2025-07-21,MKT,PROJ003,frank.brown,storage,2323.07,49
2025-06-22,2025-07-21,MKT,PROJ001,frank.brown,network,233.29,120
2025-06-22,2025-07-21,MKT,PROJ001,iris.chen,storage,3454.96,247
2025-06-22,2025-07-21,ENG,PROJ001,iris.chen,network,25173.28,446
2025-06-22,2025-07-21,FIN,PROJ001,emma.wilson,database,2741.08,271
2025-06-22,2025-07-21,ENG,PROJ005,emma.wilson,storage,23827.16,679
2025-06-22,2025-07-21,OPS,PROJ003,iris.chen,cache,188.11,569
2025-06-22,2025-07-21,SAL,PROJ004,carol.davis,ml-service,452.81,151
2025-06-22,2025-07-21,SAL,PROJ003,john.taylor,ml-service,86.49,449
2025-06-22,2025-07-21,FIN,PROJ003,grace.lee,network,1649.66,85
2025-06-22,2025-07-21,ENG,PROJ001,carol.davis,database,1996.98,489
2025-06-22,2025-07-21,FIN,PROJ004,iris.chen,database,118.59,614
2025-06-22,2025-07-21,MKT,PROJ002,bob.smith,storage,1182.0,95
2025-07-22,2025-08-20,OPS,PROJ005,emma.wilson,network,581.38,470
2025-07-22,2025-08-20,MKT,PROJ005,henry.white,database,4447.27,626
2025-07-22,2025-08-20,SAL,PROJ004,emma.wilson,database,16695.27,579
2025-07-22,2025-08-20,SAL,PROJ002,iris.chen,ml-service,4625.33,592
2025-07-22,2025-08-20,ENG,PROJ003,alice.johnson,database,27854.74,275
2025-07-22,2025-08-20,SAL,PROJ003,emma.wilson,ml-service,1774.61,57
2025-07-22,2025-08-20,SAL,PROJ004,david.miller,ml-service,299.4,547
2025-07-22,2025-08-20,OPS,PROJ004,alice.johnson,ml-service,116.48,87
2025-07-22,2025-08-20,MKT,PROJ005,iris.chen,ml-service,19088.72,548
2025-07-22,2025-08-20,SAL,PROJ004,john.taylor,network,1937.89,647
2025-07-22,2025-08-20,MKT,PROJ004,carol.davis,network,2316.7,151
2025-07-22,2025-08-20,FIN,PROJ002,david.miller,database,6049.49,517
2025-07-22,2025-08-20,MKT,PROJ001,john.taylor,compute,1949.48,424
2025-07-22,2025-08-20,FIN,PROJ004,carol.davis,ml-service,13168.19,77
2025-07-22,2025-08-20,OPS,PROJ001,carol.davis,cache,13774.98,58
2025-07-22,2025-08-20,ENG,PROJ001,david.miller,database,1122.34,572
2025-07-22,2025-08-20,FIN,PROJ003,henry.white,storage,4198.96,186
2025-07-22,2025-08-20,ENG,PROJ004,bob.smith,database,688.96,637
2025-07-22,2025-08-20,SAL,PROJ001,bob.smith,compute,2284.22,485
2025-07-22,2025-08-20,OPS,PROJ002,carol.davis,network,3130.51,385
2025-07-22,2025-08-20,OPS,PROJ004,frank.brown,cache,3752.66,111
2025-07-22,2025-08-20,SAL,PROJ005,henry.white,ml-service,172.69,538
2025-07-22,2025-08-20,ENG,PROJ005,carol.davis,ml-service,2256.33,694
2025-07-22,2025-08-20,MKT,PROJ004,frank.brown,cache,3028.57,369
2025-07-22,2025-08-20,MKT,PROJ005,iris.chen,network,1991.53,74
2025-07-22,2025-08-20,OPS,PROJ002,carol.davis,database,2913.47,84
2025-07-22,2025-08-20,OPS,PROJ002,frank.brown,cache,1121.07,436
2025-07-22,2025-08-20,SAL,PROJ002,david.miller,ml-service,865.33,557
2025-07-22,2025-08-20,ENG,PROJ002,bob.smith,storage,16478.64,91
2025-07-22,2025-08-20,FIN,PROJ004,grace.lee,ml-service,416.6,665
2025-07-22,2025-08-20,FIN,PROJ004,iris.chen,cache,2754.72,333
2025-07-22,2025-08-20,FIN,PROJ004,john.taylor,storage,1330.66,633
2025-07-22,2025-08-20,OPS,PROJ003,iris.chen,network,1050.1,638
2025-07-22,2025-08-20,OPS,PROJ003,grace.lee,network,710.4,228
2025-07-22,2025-08-20,ENG,PROJ001,carol.davis,compute,5510.34,530
2025-07-22,2025-08-20,SAL,PROJ004,grace.lee,cache,1357.11,469
2025-07-22,2025-08-20,OPS,PROJ001,john.taylor,storage,484.93,42
2025-07-22,2025-08-20,SAL,PROJ004,david.miller,cache,3305.73,269
2025-07-22,2025-08-20,SAL,PROJ004,bob.smith,cache,3914.89,82
2025-07-22,2025-08-20,OPS,PROJ004,david.miller,cache,3477.0,83
2025-07-22,2025-08-20,OPS,PROJ002,grace.lee,storage,76.03,530
2025-07-22,2025-08-20,MKT,PROJ004,iris.chen,compute,65.64,576
2025-07-22,2025-08-20,SAL,PROJ004,emma.wilson,database,3733.72,215
2025-07-22,2025-08-20,OPS,PROJ003,grace.lee,storage,1234.33,366
2025-07-22,2025-08-20,OPS,PROJ003,john.taylor,network,245.95,389
2025-07-22,2025-08-20,OPS,PROJ002,grace.lee,ml-service,3206.3,472
2025-07-22,2025-08-20,OPS,PROJ004,carol.davis,storage,864.73,554
2025-07-22,2025-08-20,MKT,PROJ005,iris.chen,ml-service,16415.58,21
2025-07-22,2025-08-20,SAL,PROJ001,grace.lee,compute,16224.22,337
2025-07-22,2025-08-20,ENG,PROJ001,carol.davis,cache,270.8,575
2025-07-22,2025-08-20,ENG,PROJ002,john.taylor,cache,624.78,275
2025-07-22,2025-08-20,SAL,PROJ002,iris.chen,database,389.94,585
2025-07-22,2025-08-20,OPS,PROJ003,iris.chen,compute,6917.93,133
2025-07-22,2025-08-20,FIN,PROJ003,carol.davis,compute,1047.62,270
2025-07-22,2025-08-20,MKT,PROJ002,henry.white,cache,2789.02,474
2025-07-22,2025-08-20,ENG,PROJ002,henry.white,ml-service,6140.67,43
2025-07-22,2025-08-20,MKT,PROJ003,grace.lee,database,6267.41,217
2025-07-22,2025-08-20,MKT,PROJ004,bob.smith,storage,100.33,222
2025-07-22,2025-08-20,ENG,PROJ001,emma.wilson,storage,417.9,182
2025-07-22,2025-08-20,OPS,PROJ002,iris.chen,storage,3007.06,237
2025-07-22,2025-08-20,MKT,PROJ001,david.miller,storage,239.74,89
2025-07-22,2025-08-20,MKT,PROJ004,henry.white,network,104.09,426
2025-07-22,2025-08-20,ENG,PROJ005,alice.johnson,cache,828.02,210
2025-07-22,2025-08-20,OPS,PROJ002,iris.chen,ml-service,9011.0,427
2025-07-22,2025-08-20,MKT,PROJ002,frank.brown,cache,345.98,93
2025-07-22,2025-08-20,MKT,PROJ001,henry.white,network,11038.11,625
2025-07-22,2025-08-20,ENG,PROJ003,emma.wilson,storage,14074.31,469
2025-07-22,2025-08-20,MKT,PROJ004,bob.smith,ml-service,1353.8,273
2025-07-22,2025-08-20,FIN,PROJ005,frank.brown,compute,12360.7,529
2025-07-22,2025-08-20,SAL,PROJ002,emma.wilson,ml-service,324.47,368
2025-07-22,2025-08-20,MKT,PROJ001,alice.johnson,compute,807.1,581
2025-07-22,2025-08-20,FIN,PROJ005,carol.davis,ml-service,72866.59,399
2025-07-22,2025-08-20,FIN,PROJ002,bob.smith,ml-service,2330.6,315
2025-07-22,2025-08-20,FIN,PROJ002,emma.wilson,ml-service,19405.64,662
2025-07-22,2025-08-20,FIN,PROJ005,henry.white,ml-service,3822.86,503
2025-07-22,2025-08-20,FIN,PROJ003,david.miller,database,3719.42,453
2025-07-22,2025-08-20,MKT,PROJ004,carol.davis,compute,2081.97,423
2025-07-22,2025-08-20,SAL,PROJ001,iris.chen,database,4315.72,252
2025-07-22,2025-08-20,FIN,PROJ005,iris.chen,storage,2101.87,162
2025-07-22,2025-08-20,MKT,PROJ003,iris.chen,compute,1652.5,344
2025-07-22,2025-08-20,OPS,PROJ004,carol.davis,storage,130.52,390
2025-07-22,2025-08-20,ENG,PROJ001,carol.davis,compute,3255.98,419
2025-07-22,2025-08-20,FIN,PROJ004,bob.smith,storage,1205.48,61
2025-07-22,2025-08-20,ENG,PROJ002,henry.white,storage,150.6,122
2025-07-22,2025-08-20,ENG,PROJ001,alice.johnson,database,1026.6,243
2025-07-22,2025-08-20,OPS,PROJ004,alice.johnson,cache,1111.92,686
2025-07-22,2025-08-20,OPS,PROJ002,david.miller,database,5695.23,332
2025-07-22,2025-08-20,OPS,PROJ003,john.taylor,database,803.94,647
2025-07-22,2025-08-20,OPS,PROJ002,frank.brown,cache,1086.16,632
2025-07-22,2025-08-20,FIN,PROJ004,iris.chen,ml-service,2254.18,478
2025-07-22,2025-08-20,ENG,PROJ005,henry.white,cache,5903.37,39
2025-07-22,2025-08-20,FIN,PROJ005,henry.white,network,3805.38,354
2025-07-22,2025-08-20,SAL,PROJ005,grace.lee,compute,133.59,564
2025-07-22,2025-08-20,FIN,PROJ003,emma.wilson,database,466.63,303
2025-07-22,2025-08-20,FIN,PROJ003,grace.lee,storage,3923.68,495
2025-07-22,2025-08-20,OPS,PROJ002,david.miller,network,1211.5,515
2025-07-22,2025-08-20,SAL,PROJ001,david.miller,compute,3482.06,320
2025-07-22,2025-08-20,FIN,PROJ002,david.miller,network,2759.62,310
2025-07-22,2025-08-20,SAL,PROJ005,carol.davis,cache,72.8,398
2025-07-22,2025-08-20,MKT,PROJ004,iris.chen,compute,6905.81,590
2025-07-22,2025-08-20,OPS,PROJ005,emma.wilson,ml-service,1567.14,527
2025-07-22,2025-08-20,OPS,PROJ003,henry.white,ml-service,1043.45,327
2025-07-22,2025-08-20,MKT,PROJ001,emma.wilson,database,1641.22,652
2025-07-22,2025-08-20,ENG,PROJ005,bob.smith,storage,1914.08,613
2025-07-22,2025-08-20,OPS,PROJ005,emma.wilson,cache,23412.15,407
2025-07-22,2025-08-20,MKT,PROJ001,david.miller,cache,632.44,33
2025-07-22,2025-08-20,FIN,PROJ004,john.taylor,compute,446.18,497
2025-07-22,2025-08-20,OPS,PROJ002,henry.white,network,2115.48,442
2025-07-22,2025-08-20,MKT,PROJ004,emma.wilson,database,1168.15,217
2025-07-22,2025-08-20,MKT,PROJ005,grace.lee,compute,30.41,103
2025-07-22,2025-08-20,MKT,PROJ004,emma.wilson,compute,990.88,386
2025-07-22,2025-08-20,FIN,PROJ001,iris.chen,cache,792.14,645
2025-07-22,2025-08-20,FIN,PROJ004,henry.white,cache,1167.35,615
2025-07-22,2025-08-20,MKT,PROJ001,bob.smith,storage,3560.83,426
2025-07-22,2025-08-20,OPS,PROJ002,emma.wilson,database,2898.47,367
2025-07-22,2025-08-20,ENG,PROJ002,frank.brown,storage,1436.39,497
2025-07-22,2025-08-20,FIN,PROJ003,david.miller,database,5617.99,640
2025-07-22,2025-08-20,MKT,PROJ002,david.miller,cache,1106.63,707
2025-07-22,2025-08-20,FIN,PROJ001,john.taylor,compute,13180.74,509
2025-07-22,2025-08-20,ENG,PROJ002,alice.johnson,storage,18876.45,637
2025-07-22,2025-08-20,MKT,PROJ005,emma.wilson,network,5409.4,52
2025-07-22,2025-08-20,SAL,PROJ005,david.miller,compute,94.92,653
2025-07-22,2025-08-20,ENG,PROJ004,david.miller,network,679.15,135
2025-07-22,2025-08-20,FIN,PROJ004,iris.chen,database,1781.52,608
2025-07-22,2025-08-20,SAL,PROJ005,iris.chen,network,866.4,172
2025-07-22,2025-08-20,ENG,PROJ005,alice.johnson,network,943.05,666
2025-07-22,2025-08-20,SAL,PROJ004,john.taylor,ml-service,16971.71,316
2025-07-22,2025-08-20,OPS,PROJ002,emma.wilson,ml-service,181.73,531
2025-07-22,2025-08-20,ENG,PROJ004,grace.lee,storage,1468.0,274
2025-07-22,2025-08-20,OPS,PROJ004,john.taylor,cache,1440.24,220
2025-07-22,2025-08-20,FIN,PROJ005,emma.wilson,database,440.86,299
2025-07-22,2025-08-20,FIN,PROJ004,henry.white,compute,5679.5,542
2025-07-22,2025-08-20,MKT,PROJ002,bob.smith,database,1104.04,149
2025-07-22,2025-08-20,FIN,PROJ004,emma.wilson,storage,524.94,357
2025-07-22,2025-08-20,ENG,PROJ003,david.miller,network,1750.38,197
2025-07-22,2025-08-20,OPS,PROJ001,frank.brown,cache,3226.3,279
2025-07-22,2025-08-20,SAL,PROJ002,frank.brown,ml-service,3295.01,715
2025-07-22,2025-08-20,MKT,PROJ005,frank.brown,storage,6633.46,348
2025-07-22,2025-08-20,ENG,PROJ002,grace.lee,ml-service,7752.54,336
2025-07-22,2025-08-20,SAL,PROJ005,david.miller,compute,38888.62,502
2025-07-22,2025-08-20,ENG,PROJ004,iris.chen,network,24044.34,636
2025-07-22,2025-08-20,ENG,PROJ002,iris.chen,network,76.82,32
2025-07-22,2025-08-20,MKT,PROJ005,henry.white,database,6004.32,257
2025-07-22,2025-08-20,ENG,PROJ002,david.miller,network,322.28,491
2025-07-22,2025-08-20,MKT,PROJ004,bob.smith,ml-service,1883.6,360
2025-07-22,2025-08-20,OPS,PROJ001,henry.white,network,2354.58,434
2025-07-22,2025-08-20,MKT,PROJ003,alice.johnson,database,4370.77,203
2025-07-22,2025-08-20,OPS,PROJ004,frank.brown,database,11436.72,163
2025-07-22,2025-08-20,FIN,PROJ003,grace.lee,cache,5918.0,429
2025-07-22,2025-08-20,OPS,PROJ003,carol.davis,cache,3591.43,647
2025-07-22,2025-08-20,SAL,PROJ001,david.miller,compute,923.85,612
2025-07-22,2025-08-20,OPS,PROJ002,bob.smith,storage,17442.73,588
2025-07-22,2025-08-20,OPS,PROJ005,iris.chen,cache,1512.01,262
2025-07-22,2025-08-20,ENG,PROJ002,emma.wilson,database,894.24,304
2025-07-22,2025-08-20,ENG,PROJ001,john.taylor,database,3475.17,238
2025-07-22,2025-08-20,FIN,PROJ002,carol.davis,cache,373.56,573
2025-07-22,2025-08-20,FIN,PROJ002,grace.lee,ml-service,415.8,494
2025-07-22,2025-08-20,FIN,PROJ001,john.taylor,storage,2961.58,450
2025-07-22,2025-08-20,MKT,PROJ004,carol.davis,storage,796.42,137
2025-07-22,2025-08-20,OPS,PROJ003,john.taylor,network,20279.28,32
2025-07-22,2025-08-20,ENG,PROJ003,iris.chen,compute,865.47,634
2025-07-22,2025-08-20,SAL,PROJ004,frank.brown,storage,19655.75,297
2025-07-22,2025-08-20,ENG,PROJ002,john.taylor,database,119.11,423
2025-07-22,2025-08-20,ENG,PROJ004,grace.lee,compute,670.56,134
2025-07-22,2025-08-20,ENG,PROJ004,emma.wilson,network,41364.65,402
2025-07-22,2025-08-20,ENG,PROJ003,david.miller,network,178.32,32
2025-07-22,2025-08-20,SAL,PROJ002,frank.brown,storage,2708.07,569
2025-07-22,2025-08-20,ENG,PROJ001,iris.chen,network,2685.01,147
2025-07-22,2025-08-20,ENG,PROJ004,david.miller,ml-service,1858.25,393
2025-07-22,2025-08-20,SAL,PROJ004,david.miller,cache,1228.67,318
2025-07-22,2025-08-20,MKT,PROJ005,bob.smith,compute,441.28,495
2025-07-22,2025-08-20,MKT,PROJ001,alice.johnson,database,2323.11,108
2025-07-22,2025-08-20,OPS,PROJ001,emma.wilson,compute,246.58,211
2025-07-22,2025-08-20,ENG,PROJ001,david.miller,ml-service,443.04,291
2025-07-22,2025-08-20,OPS,PROJ003,frank.brown,storage,600.78,104
2025-07-22,2025-08-20,OPS,PROJ003,alice.johnson,ml-service,6060.99,71
2025-07-22,2025-08-20,MKT,PROJ001,alice.johnson,cache,1889.89,500
2025-07-22,2025-08-20,MKT,PROJ004,david.miller,database,504.94,573
2025-07-22,2025-08-20,SAL,PROJ003,carol.davis,cache,3624.02,465
2025-07-22,2025-08-20,OPS,PROJ005,iris.chen,network,1010.5,563
2025-07-22,2025-08-20,MKT,PROJ001,iris.chen,database,592.85,374
2025-07-22,2025-08-20,MKT,PROJ001,carol.davis,storage,895.88,249
2025-07-22,2025-08-20,OPS,PROJ004,bob.smith,database,1378.7,33
2025-07-22,2025-08-20,MKT,PROJ003,iris.chen,compute,425.17,304
2025-07-22,2025-08-20,FIN,PROJ004,john.taylor,database,96.82,350
2025-07-22,2025-08-20,ENG,PROJ002,iris.chen,compute,100.72,661
2025-07-22,2025-08-20,SAL,PROJ005,john.taylor,storage,250.03,456
2025-07-22,2025-08-20,OPS,PROJ004,alice.johnson,storage,1404.25,111
2025-07-22,2025-08-20,MKT,PROJ005,grace.lee,network,7821.45,522
2025-07-22,2025-08-20,OPS,PROJ003,john.taylor,database,209.17,693
2025-07-22,2025-08-20,OPS,PROJ003,john.taylor,storage,2669.28,393
2025-07-22,2025-08-20,ENG,PROJ002,david.miller,ml-service,398.74,626
2025-07-22,2025-08-20,SAL,PROJ001,emma.wilson,network,3784.18,624
2025-07-22,2025-08-20,SAL,PROJ002,henry.white,storage,838.86,479
2025-07-22,2025-08-20,MKT,PROJ004,alice.johnson,database,7680.67,263
2025-07-22,2025-08-20,FIN,PROJ004,bob.smith,ml-service,99088.66,540
2025-07-22,2025-08-20,OPS,PROJ003,john.taylor,database,3159.58,209
2025-07-22,2025-08-20,FIN,PROJ001,iris.chen,ml-service,1164.64,18
2025-07-22,2025-08-20,MKT,PROJ004,david.miller,compute,378.4,375
2025-07-22,2025-08-20,MKT,PROJ005,emma.wilson,database,1424.07,255
2025-07-22,2025-08-20,SAL,PROJ001,john.taylor,compute,1807.53,136
2025-07-22,2025-08-20,MKT,PROJ001,henry.white,database,927.39,285
2025-07-22,2025-08-20,FIN,PROJ003,david.miller,storage,314.62,488
2025-07-22,2025-08-20,OPS,PROJ005,bob.smith,cache,3463.53,514
2025-07-22,2025-08-20,MKT,PROJ004,david.miller,storage,278.26,118
2025-07-22,2025-08-20,SAL,PROJ004,david.miller,compute,7798.66,289
2025-07-22,2025-08-20,OPS,PROJ003,emma.wilson,compute,226.86,453
2025-07-22,2025-08-20,OPS,PROJ002,emma.wilson,storage,4343.3,623
2025-07-22,2025-08-20,SAL,PROJ001,frank.brown,network,5015.61,465
2025-07-22,2025-08-20,OPS,PROJ001,henry.white,storage,120.29,403
2025-07-22,2025-08-20,OPS,PROJ005,emma.wilson,compute,5793.17,416
2025-07-22,2025-08-20,ENG,PROJ004,grace.lee,ml-service,10472.1,439
2025-07-22,2025-08-20,FIN,PROJ002,emma.wilson,ml-service,1770.85,585
2025-07-22,2025-08-20,SAL,PROJ002,iris.chen,ml-service,1299.44,679
2025-07-22,2025-08-20,SAL,PROJ004,alice.johnson,storage,674.26,406
2025-07-22,2025-08-20,SAL,PROJ004,john.taylor,storage,111.71,387
2025-07-22,2025-08-20,MKT,PROJ002,david.miller,database,3312.97,219
2025-07-22,2025-08-20,FIN,PROJ002,alice.johnson,database,4426.23,388
2025-07-22,2025-08-20,FIN,PROJ003,john.taylor,storage,6277.42,615
2025-07-22,2025-08-20,SAL,PROJ003,grace.lee,cache,8883.52,324
2025-07-22,2025-08-20,FIN,PROJ005,alice.johnson,compute,1865.62,392
2025-07-22,2025-08-20,SAL,PROJ001,bob.smith,ml-service,9205.5,291
2025-07-22,2025-08-20,OPS,PROJ004,frank.brown,cache,2115.36,601
2025-07-22,2025-08-20,FIN,PROJ003,john.taylor,database,1781.01,590
2025-07-22,2025-08-20,ENG,PROJ005,emma.wilson,compute,3515.81,366
2025-07-22,2025-08-20,ENG,PROJ003,henry.white,network,1833.07,380
2025-07-22,2025-08-20,OPS,PROJ003,john.taylor,cache,1877.1,300
2025-07-22,2025-08-20,ENG,PROJ001,david.miller,compute,15476.15,284
2025-07-22,2025-08-20,OPS,PROJ003,david.miller,ml-service,1993.43,448
2025-07-22,2025-08-20,MKT,PROJ004,alice.johnson,storage,1895.91,16
2025-07-22,2025-08-20,ENG,PROJ004,grace.lee,database,574.82,146
2025-07-22,2025-08-20,OPS,PROJ005,emma.wilson,ml-service,1131.25,185
2025-07-22,2025-08-20,OPS,PROJ002,iris.chen,compute,154.82,681
2025-07-22,2025-08-20,SAL,PROJ005,iris.chen,storage,19305.64,66
2025-07-22,2025-08-20,ENG,PROJ001,emma.wilson,ml-service,818.42,115
